"","COUNTRY","ISO3","CPI_SCORE_2017","CPI_RANK_2017","N_SOURCES_2017","STD_ERROR_2017","ID","WEBNAME","WORLD_RANK","REGION_RANK","HERITAGE_INDEX_2017","PROPERTY_RIGHTS","JUDICAL_EFFECTIVENESS","GOVERNMENT_INTEGRITY","TAX_BURDEN","GOV_SPENDING","FISCAL_HEALTH","BUSINESS_FREEDOM","LABOR_FREEDOM","MONETARY_FREEDOM","TRADE_FREEDOM","INVESTMENT_FREEDOM","FINANCIAL_FREEDOM","TARIFF_RATE_PRCT","INCOME_TAX_RATE_PRCT","CORPORATE_TAX_RATE_PRCT","TAX_BURDEN_OF_GDP","GOV_EXPENDITURE_OF_GDP","POPULATION","GDP_PPP","GDP_GROWTH_RATE_PRCT","FIVE_YEAR_GDP_GROWTH_RATE_PRCT","GDP_PER_CAPITA_PPP","UNEMPLOYMENT_PRCT","INFLATION_PRCT","FDI_INFLOW","PUBLIC_DEBT_PRCT_OF_GDP","GOV_EXPENDITURE_EDUC_PRCT_OF_GDP","TEENS_OUT_OF_SCHOOL_PRCT","CHILDREN_OUT_OF_SCHOOL_PRCT","GINI_INDEX","LITERACY_RATE_YOUTH","LITERACY_RATE_ADULT","LIFE_EXPECTANCY","POP_AGES_0TO14_PRCT","POP_AGES_15TO64_PRCT","POP_AGES_65_AND_ABOVE_PRCT","REGION","GDP_PER_CAPITA_QUANTILE","factor(GDP_PER_CAPITA_QUANTILE)","DUMMY_CPI","DUMMY_CPI_ORDERED","log_GDP_PPP","log_GDP_PER_CAPITA_PPP","team_size","problem1","problem2","problem3","problem4","problem5","problem6","total","rank","gold_medals","silver_medals","bronze_medals","honourable_mentions"
"1","Denmark","DNK",0.88,2,8,2.75,"45","Denmark",18,9,0.7505180722,0.867167085,0.6846546311,0.8491850963,0.372094,0.05730401866,0.954048399,0.939,0.8581577922,0.8548058439,0.8698,0.9,0.8,0.015,0.56,0.235,50.9,55.65932367,5600000,2.587e+11,0.012,0.007,45709.4,0.063,0.005,3641500000,0.456,0.0775243997573853,0.00545499980449677,0.00202209994196892,28.7,99.7508697509766,97.7573928833008,81.1024390243903,0.164916924766681,0.638488146240044,0.196594928993276,"Europe","(4.41e+04,9.9e+04]","(4.41e+04,9.9e+04]",1,3,26.2789349261384,10.7300592450091,6,41,5,0,27,4,0,77,65,0,0,1,5
"2","New Zealand","NZL",0.89,1,8,2.4,"120","NewZealand",3,3,0.837456102,0.9612604882,0.8846153846,0.8986956834,0.707724,0.4649257966,0.9779135465,0.918,0.8616695454,0.9010687793,0.8736,0.8,0.8,0.013,0.33,0.28,32.4,41.94218454,4600000,1.682e+11,0.034,0.025,36171.6,0.059,0.003,-985800000,0.304,0.0625973987579346,0.0195666003227234,0.00382999986410141,27.5,99.9304428100586,97.2022171020508,81.6585365853659,0.197161696406279,0.649543793175464,0.153294510418257,"Asia-Pacific","(1.76e+04,8.53e+04]","(1.76e+04,8.53e+04]",1,3,25.8484195844853,10.4960295595221,6,42,8,0,42,2,0,94,46,0,0,3,3
"3","Finland","FIN",0.85,3,8,2.84,"57","Finland",24,13,0.7398678112,0.9056027165,0.8273809524,0.9003389831,0.666155,0,0.7725382513,0.902,0.5335955502,0.851002281,0.8698,0.85,0.8,0.015,0.318,0.2,43.9,58.466,5500000,2.25e+11,0.004,0,41120,0.096,-0.002,8289600000,0.624,0.0636311006546021,0.00474689990282059,0.0115208995342255,27.4,99.7508697509766,97.7573928833008,81.6317073170732,0.162511650912268,0.624700823080137,0.212787526007594,"Europe","(2.85e+04,4.41e+04]","(2.85e+04,4.41e+04]",1,3,26.1393662391508,10.624249900129,6,40,4,0,10,1,1,56,84,0,0,0,6
"4","Singapore","SGP",0.84,6,9,2.26,"147","Singapore",2,2,0.8858000702,0.9709988066,0.9149659864,0.8791110657,0.904744,0.90106432,0.806978048,0.951,0.9077490371,0.8429895788,0.9,0.85,0.8,0,0.22,0.17,13.4,20.29,5500000,4.719e+11,0.02,0.04,85253.2,0.033,-0.005,65262400000,0.982,0.0276826000213623,0.00064630001783371,0.000308100003749132,27.5,99.9304428100586,97.2022171020508,83.0951219512195,0.122124560773127,0.772076444440396,0.105798994786478,"Asia-Pacific","(1.76e+04,8.53e+04]","(1.76e+04,8.53e+04]",1,3,26.8800329356788,11.3533809310982,6,42,26,0,37,22,4,131,7,2,1,2,1
"5","Sweden","SWE",0.84,6,8,2.27,"157","Sweden",19,10,0.7491320705,0.8856108979,0.8218210361,0.8736065615,0.444371,0.2174543867,0.9339689987,0.908,0.5321890464,0.8527629185,0.8698,0.85,0.8,0.015,0.57,0.22,42.7,49.265,9800000,4.734e+11,0.041,0.02,47922.2,0.074,0.007,12579400000,0.441,0.0756883001327515,0.00801060020923615,0.00275759994983673,28.8,99.7508697509766,97.7573928833008,82.409756097561,0.17495166026983,0.625134176068078,0.199914163662092,"Europe","(4.41e+04,9.9e+04]","(4.41e+04,9.9e+04]",1,3,26.8832065340263,10.7773341415853,6,42,13,0,27,8,1,91,51,0,1,2,3
"6","Switzerland","CHE",0.85,3,7,1.71,"158","Switzerland",4,1,0.8145214811,0.8693010138,0.7762951334,0.803,0.708959,0.6748557435,0.9578139623,0.768,0.7219747987,0.8440581213,0.9,0.85,0.9,0,0.115,0.085,27.1,32.971,8200000,4.823e+11,0.009,0.015,58551.5,0.043,-0.011,6.8838e+10,0.456,0.049515700340271,0.0148403000831604,0.00146380007266998,32.7,99.7508697509766,97.7573928833008,83.5512195121951,0.148724946793942,0.666966381907622,0.184308671298436,"Europe","(4.41e+04,9.9e+04]","(4.41e+04,9.9e+04]",1,3,26.9018321640213,10.9776619878266,6,42,9,0,22,10,0,83,58,0,0,1,5
"7","Norway","NOR",0.85,3,8,1.83,"124","Norway",25,14,0.7397225605,0.8667441746,0.8334641549,0.8833960997,0.556,0.3853239325,0.9843860104,0.895,0.4882210401,0.7575353134,0.8766,0.75,0.6,0.012,0.478,0.25,39.1,47.652,5200000,3.562e+11,0.016,0.017,68430.2,0.042,0.022,-4238600000,0.279,0.0791198015213013,0.00801060020923615,0.000399900004267693,27,99.7508697509766,97.7573928833008,82.609756097561,0.176700981019673,0.654949298815821,0.168349720164506,"Europe","(4.41e+04,9.9e+04]","(4.41e+04,9.9e+04]",1,3,26.598758207802,11.133569526637,6,38,11,0,17,5,0,71,72,0,0,2,3
"8","Netherlands","NLD",0.82,8,8,2.23,"119","Netherlands",15,7,0.75799494,0.8735156615,0.6985871272,0.8573636319,0.532411,0.3697872307,0.8300227842,0.802,0.7048917956,0.8575600494,0.8698,0.9,0.8,0.015,0.52,0.25,36.7,44.85511453,16900000,8.326e+11,0.019,0.006,49165.8,0.061,0.002,72648800000,0.676,0.0517509984970093,0.0185764002799988,0.00971459984779358,28.5,99.7508697509766,97.7573928833008,81.7609756097561,0.163531299843661,0.6485473799459,0.187921320210439,"Europe","(4.41e+04,9.9e+04]","(4.41e+04,9.9e+04]",1,3,27.4478191717073,10.8029535388199,6,41,21,0,39,15,0,116,18,1,2,1,1
"9","Germany","DEU",0.81,12,8,1.87,"62","Germany",26,15,0.7380448813,0.82910546,0.7954604919,0.7773933465,0.61909,0.4135554491,0.8991941995,0.866,0.4283003849,0.8586392436,0.8698,0.8,0.7,0.015,0.45,0.158,36.1,43.95316165,81400000,3.8406e+12,0.015,0.016,46893.2,0.046,0.001,31719300000,0.71,0.0488274002075195,0.0471584987640381,0.00529299974441528,28.8,99.7508697509766,97.7573928833008,80.9926829268293,0.134506883625113,0.65177823589612,0.213714880478767,"Europe","(4.41e+04,9.9e+04]","(4.41e+04,9.9e+04]",1,3,28.9766497203224,10.7556279545834,6,41,16,0,34,15,0,106,33,0,1,3,2
"10","Luxembourg","LUX",0.82,8,6,2.08,"99","Luxembourg",14,6,0.7593921527,0.8577108093,0.7703427525,0.783,0.645,0.4603929573,0.9904995595,0.686,0.4381736584,0.8617860952,0.8698,0.95,0.8,0.015,0.42,0.19,37.8,41.54415221,6e+05,5.57e+10,0.045,0.029,98987.2,0.059,0.001,24595800000,0.218,0.0356959009170532,0.0575457000732422,0.0056809002161026,34.5,99.7508697509766,97.7573928833008,82.0951219512195,0.160651112500211,0.698281833386832,0.141067054112956,"Europe","(4.41e+04,9.9e+04]","(4.41e+04,9.9e+04]",1,3,24.7432459838796,11.5027458278284,6,27,1,0,15,2,0,45,89,0,0,1,1
"11","Australia","AUS",0.77,13,9,1.4,"7","Australia",5,4,0.8101579706,0.8171332521,0.9294217687,0.7481172512,0.631875,0.589884392,0.8456069596,0.893,0.8408375734,0.8640194498,0.862,0.8,0.9,0.019,0.45,0.3,27.5,37.249,23900000,1.1381e+12,0.025,0.027,47389.1,0.063,0.015,22264500000,0.368,0.0512790012359619,0.0188276994228363,0.00318250000476837,27.5,99.9304428100586,97.2022171020508,82.5,0.190650374095674,0.655309417025767,0.154040208878559,"Asia-Pacific","(1.76e+04,8.53e+04]","(1.76e+04,8.53e+04]",1,3,27.7603813212343,10.7661475234329,6,42,10,8,31,11,1,103,34,0,3,2,1
"12","Canada","CAN",0.82,8,8,1.49,"29","Canada",7,1,0.7850749921,0.8834391378,0.8080193616,0.8164614458,0.774,0.52320264,0.8032741031,0.819,0.7311493634,0.778153853,0.8842,0.8,0.8,0.008,0.33,0.15,30.8,40.297,35900000,1.6319e+12,0.012,0.022,45552.6,0.069,0.011,48642800000,0.915,0.0450202989578247,0.0503872013092041,0.00117499999701977,33.3,99.008659362793,96.4022827148438,81.9,0.158700368165769,0.6728747162393,0.168424915594931,"Americas","(1.73e+04,4.56e+04]","(1.73e+04,4.56e+04]",1,3,28.1207660960833,10.7266229811908,6,42,22,0,37,1,8,110,29,1,2,2,1
"13","United Kingdom","GBR",0.82,8,8,1.7,"174","UnitedKingdom",12,4,0.7643171376,0.9383076819,0.9302066981,0.7828630787,0.651224,0.4193024312,0.4035958701,0.899,0.7275369587,0.849968933,0.8698,0.9,0.8,0.015,0.45,0.2,32.6,43.20104685,64900000,2.6793e+12,0.022,0.021,41158.9,0.055,0.001,39532800000,0.893,0.0544418001174927,0.00127790004014969,0.00430370002985001,35.1,99.7508697509766,97.7573928833008,81.2560975609756,0.1763500937043,0.640738555899797,0.182911350395904,"Europe","(2.85e+04,4.41e+04]","(2.85e+04,4.41e+04]",1,3,28.6165766823044,10.6251954646152,6,42,17,5,42,8,16,130,9,3,0,2,1
"14","Austria","AUT",0.75,16,8,1.17,"8","Austria",30,17,0.7226575917,0.8602104402,0.8178309785,0.752466717,0.5026,0.1929339199,0.7965989235,0.769,0.6762992912,0.8341508298,0.8698,0.9,0.7,0.015,0.5,0.25,43,51.939,8600000,4.043e+11,0.009,0.01,47249.9,0.057,0.008,3837400000,0.862,0.053718900680542,0.00155849993228912,0.00045719999819994,29.7,99.7508697509766,97.7573928833008,81.6439024390244,0.142309193719975,0.66812507305921,0.189565733220815,"Europe","(4.41e+04,9.9e+04]","(4.41e+04,9.9e+04]",1,3,26.7254230135931,10.7632058165175,6,40,5,0,15,14,0,74,70,0,2,0,2
"15","Belgium","BEL",0.75,16,8,1.63,"15","Belgium",49,25,0.6784695432,0.8333004232,0.6928963893,0.7149449917,0.441291,0.09647763187,0.662829056,0.82,0.6109276933,0.8491673333,0.8698,0.85,0.7,0.015,0.5,0.33,44.7,53.944,11200000,4.941e+11,0.014,0.009,43585,0.087,0.006,31029500000,1.063,0.0642534017562866,0.0138068997859955,0.0027590000629425,27.4,99.7508697509766,97.7573928833008,81.4926829268293,0.170364792638156,0.643794416479243,0.185840790882601,"Europe","(2.85e+04,4.41e+04]","(2.85e+04,4.41e+04]",1,3,26.9260037627981,10.6824683334457,6,39,14,0,23,3,1,80,62,0,1,2,2
"16","Estonia","EST",0.71,21,10,2.21,"54","Estonia",6,2,0.7905707917,0.8260703477,0.8279696494,0.6992252855,0.811759,0.5577241552,0.9979480672,0.77,0.5690068831,0.8573461129,0.8698,0.9,0.8,0.015,0.2,0.2,32.9,38.949,1300000,3.75e+10,0.011,0.037,28591.8,0.059,0.001,207700000,0.101,0.0495629978179932,0.0131356000900269,0.0243253993988037,30.4,99.7508697509766,97.7573928833008,78.0926829268293,0.162218904190573,0.64464942132349,0.193131674485937,"Europe","(2.85e+04,4.41e+04]","(2.85e+04,4.41e+04]",1,3,24.3476067699228,10.2608752424111,6,40,14,0,16,2,0,72,71,0,1,0,4
"17","Iceland","ISL",0.77,13,7,4.38,"73","Iceland",22,12,0.7438675108,0.8501479417,0.7149398221,0.715,0.709107,0.411350456,0.9061996926,0.902,0.6257219073,0.8119433098,0.88,0.8,0.6,0.01,0.318,0.2,38.7,43.597,3e+05,1.52e+10,0.04,0.027,46097,0.044,0.016,-76200000,0.676,0.0758385992050171,0.00482520014047623,0.000476499982178211,26.1,99.7508697509766,97.7573928833008,82.6609756097561,0.199896528934517,0.655848059020374,0.144255412045109,"Europe","(4.41e+04,9.9e+04]","(4.41e+04,9.9e+04]",1,3,23.4445612647986,10.7385031509453,6,31,5,0,9,0,0,45,89,0,0,0,3
"18","Japan","JPN",0.73,20,9,2.66,"82","Japan",40,10,0.6957872496,0.8936105165,0.7378990058,0.8605609107,0.684606,0.5230591104,0.09527448889,0.823,0.7754576254,0.8297793376,0.8262,0.7,0.6,0.012,0.408,0.239,30.3,39.28,126700000,4.8301e+12,0.005,0.006,38054.2,0.033,0.008,-2.25e+09,2.481,0.0372178506851196,0.00281529992818832,0.0228951001167297,27.5,99.9304428100586,97.2022171020508,84.099756097561,0.128143904375377,0.600761301376108,0.271094794248515,"Asia-Pacific","(1.76e+04,8.53e+04]","(1.76e+04,8.53e+04]",1,3,29.2058882873125,10.5467667382758,6,41,21,0,42,23,7,134,6,2,2,2,0
"19","Ireland","IRL",0.74,19,7,3.68,"78","Ireland",9,3,0.7674306494,0.858,0.7830978545,0.783,0.726874,0.5708758809,0.6027689876,0.803,0.7357084592,0.8760426104,0.8698,0.9,0.7,0.015,0.41,0.125,29.9,35.1557269,4600000,2.574e+11,0.078,0.034,55532.9,0.095,0,100542400000,0.787,0.0346884989738464,0.00492410004138947,0.00028659999370575,31.4,99.7508697509766,97.7573928833008,82.1560975609756,0.216032763908872,0.64890068519016,0.135066550900967,"Europe","(4.41e+04,9.9e+04]","(4.41e+04,9.9e+04]",1,3,26.2738971321084,10.9247309168951,6,36,8,0,34,2,0,80,62,0,0,2,4
"20","Uruguay","URY",0.7,23,7,2.67,"176","Uruguay",38,5,0.6967034341,0.7017546935,0.6681057038,0.703246932,0.775139,0.6938934253,0.7715582371,0.748,0.6291527132,0.7131905041,0.8064,0.85,0.3,0.047,0.3,0.25,26.9,31.837,3400000,7.35e+10,0.015,0.037,21506.5,0.073,0.087,1647200000,0.618,0.0448583984375,0.00261339992284775,0.00305489987134933,39.5,98.9326019287109,98.61572265625,77.632,0.207770319914125,0.645227418284307,0.147002261801567,"Americas","(1.73e+04,4.56e+04]","(1.73e+04,4.56e+04]",1,3,25.0205512431652,9.97611049400598,6,37,0,0,6,0,0,43,92,0,0,0,3
"21","France","FRA",0.7,23,8,1.36,"58","France",72,32,0.6330015129,0.85,0.7265829409,0.6969527821,0.475547,0.02032326347,0.5703698023,0.78,0.4408969638,0.8155454017,0.8198,0.7,0.7,0.015,0.45,0.343,45.2,56.877,64200000,2.6469e+12,0.011,0.008,41180.7,0.106,0.001,42882600000,0.968,0.0545160007476807,0.0115230000019073,0.000584000013768673,31.6,99.7508697509766,97.7573928833008,82.5756097560976,0.181098266879217,0.622211765433074,0.196689967687709,"Europe","(2.85e+04,4.41e+04]","(2.85e+04,4.41e+04]",1,3,28.6044102598426,10.6257249789803,6,41,11,0,32,16,0,100,39,0,2,2,2
"22","Chile","CHL",0.67,26,9,2.03,"33","Chile",10,2,0.765476816,0.6823727886,0.6369047619,0.70486512,0.776,0.82241533,0.9611116902,0.723,0.6429243692,0.8217277317,0.8644,0.85,0.7,0.018,0.35,0.25,19.8,25.829,1.8e+07,4.224e+11,0.021,0.039,23459.6,0.064,0.043,20176200000,0.171,0.0541966009140015,0.0503872013092041,0.0226992011070251,44.4,99.008659362793,96.4022827148438,79.909,0.20024196501231,0.687839092508846,0.111918942478844,"Americas","(1.73e+04,4.56e+04]","(1.73e+04,4.56e+04]",0,3,26.7692185693385,10.0630350717637,6,36,5,0,26,0,0,67,76,0,0,1,4
"23","Spain","ESP",0.57,42,8,3.78,"152","Spain",69,31,0.6357241859,0.7123302207,0.5392464678,0.5716212859,0.625,0.4137046624,0.2693194066,0.669,0.553172104,0.8554960834,0.8698,0.85,0.7,0.015,0.45,0.25,33.2,43.017,46400000,1.6151e+12,0.032,-0.001,34819.5,0.219,-0.005,9.243e+09,0.99,0.0420777988433838,0.00154420003294945,0.0253093004226685,34.7,99.7508697509766,97.7573928833008,83.2829268292683,0.147033379846795,0.66150813288141,0.191458487271796,"Europe","(2.85e+04,4.41e+04]","(2.85e+04,4.41e+04]",0,3,28.1104179901909,10.4579328536556,6,41,20,0,25,0,0,86,55,0,0,3,2
"24","Portugal","PRT",0.63,29,8,2.56,"133","Portugal",77,33,0.6258351195,0.7327763219,0.6892333857,0.5901022432,0.598364,0.251089604,0.321440624,0.864,0.4340774724,0.8591377827,0.8698,0.7,0.6,0.015,0.48,0.21,34.4,48.248,10400000,2.898e+11,0.015,-0.009,27834.8,0.121,0.005,6030600000,1.288,0.050156102180481,0.00341670006513596,0.00617399990558624,33.8,99.7508697509766,96.1505279541016,81.4243902439025,0.136670779014333,0.647752200096282,0.215577020889385,"Europe","(1.87e+04,2.85e+04]","(1.87e+04,2.85e+04]",0,3,26.392456866833,10.2340423153933,6,39,19,0,28,3,0,89,54,0,0,2,2
"25","Botswana","BWA",0.61,34,7,2.74,"21","Botswana",34,2,0.701099595,0.5809339706,0.5397043433,0.5755232649,0.770764,0.6115671133,0.9936788543,0.688,0.6856338854,0.7793897082,0.838,0.65,0.7,0.006,0.25,0.22,34.4,39.746,2100000,3.48e+10,-0.003,0.046,16368.2,0.186,0.03,393600000,0.178,0.0709999990463257,0.099448299407959,0.0894307994842529,37.4,95.3238220214844,87.0466690063477,68.812,0.344388412211802,0.614743229270593,0.0408683585176048,"Sub-Saharan Africa","(5.56e+03,3.18e+04]","(5.56e+03,3.18e+04]",0,3,24.2728832237268,9.70309570708059,6,8,1,0,10,0,0,19,98,0,0,0,1
"26","Lithuania","LTU",0.59,38,9,2.21,"98","Lithuania",16,8,0.757817044,0.7297510519,0.6240188383,0.697,0.869151,0.6412878277,0.9357828177,0.791,0.6355952281,0.9004177641,0.8698,0.7,0.7,0.015,0.15,0.15,29.3,34.881,2900000,8.24e+10,0.016,0.036,28359.1,0.095,-0.007,863400000,0.425,0.0381220006942749,5.89000014588237e-05,0.0022545999288559,37.3,99.7508697509766,96.1505279541016,75.4804878048781,0.147274878102097,0.659715598503416,0.193009523394487,"Europe","(1.87e+04,2.85e+04]","(1.87e+04,2.85e+04]",0,3,25.1348512738618,10.2527032453047,6,41,7,0,20,1,0,69,74,0,0,2,3
