"","COUNTRY","ISO3","CPI_SCORE_2017","CPI_RANK_2017","N_SOURCES_2017","STD_ERROR_2017","ID","WEBNAME","WORLD_RANK","REGION_RANK","HERITAGE_INDEX_2017","PROPERTY_RIGHTS","JUDICAL_EFFECTIVENESS","GOVERNMENT_INTEGRITY","TAX_BURDEN","GOV_SPENDING","FISCAL_HEALTH","BUSINESS_FREEDOM","LABOR_FREEDOM","MONETARY_FREEDOM","TRADE_FREEDOM","INVESTMENT_FREEDOM","FINANCIAL_FREEDOM","TARIFF_RATE_PRCT","INCOME_TAX_RATE_PRCT","CORPORATE_TAX_RATE_PRCT","TAX_BURDEN_OF_GDP","GOV_EXPENDITURE_OF_GDP","POPULATION","GDP_PPP","GDP_GROWTH_RATE_PRCT","FIVE_YEAR_GDP_GROWTH_RATE_PRCT","GDP_PER_CAPITA_PPP","UNEMPLOYMENT_PRCT","INFLATION_PRCT","FDI_INFLOW","PUBLIC_DEBT_PRCT_OF_GDP","GOV_EXPENDITURE_EDUC_PRCT_OF_GDP","TEENS_OUT_OF_SCHOOL_PRCT","CHILDREN_OUT_OF_SCHOOL_PRCT","GINI_INDEX","LITERACY_RATE_YOUTH","LITERACY_RATE_ADULT","LIFE_EXPECTANCY","POP_AGES_0TO14_PRCT","POP_AGES_15TO64_PRCT","POP_AGES_65_AND_ABOVE_PRCT","REGION","GDP_PER_CAPITA_QUANTILE","factor(GDP_PER_CAPITA_QUANTILE)","DUMMY_CPI","DUMMY_CPI_ORDERED","log_GDP_PPP","log_GDP_PER_CAPITA_PPP","team_size","problem1","problem2","problem3","problem4","problem5","problem6","total","rank","gold_medals","silver_medals","bronze_medals","honourable_mentions"
"27","Slovenia","SVN",0.61,34,10,2.78,"149","Slovenia",97,38,0.5919619145,0.7504813489,0.5512820513,0.5362940719,0.587144,0.2858217375,0.06132547278,0.806,0.6019308247,0.8534634666,0.8698,0.7,0.5,0.015,0.5,0.17,36.6,44.114,2100000,6.4e+10,0.029,0.006,31007.4,0.093,-0.005,993300000,0.833,0.0478077983856201,0.00772059977054596,0.00182070001959801,24.2,99.7508697509766,97.7573928833008,81.0292682926829,0.14902181377908,0.660745022380146,0.190233163840774,"Europe","(2.85e+04,4.41e+04]","(2.85e+04,4.41e+04]",0,3,24.8821489203061,10.3419811646581,6,42,16,0,32,0,0,90,52,0,0,2,4
"28","Costa Rica","CRI",0.59,38,7,2.98,"39","CostaRica",63,10,0.650305466,0.5164815088,0.5559916274,0.5536527118,0.794139,0.88486957,0.4238639387,0.681,0.538821166,0.8080460694,0.8468,0.7,0.5,0.027,0.25,0.3,23.1,19.955,4800000,7.49e+10,0.037,0.036,15482.3,0.086,0.008,2849600000,0.424,0.0706980991363525,0.0859512996673584,0.0324836993217468,48.3,99.1554107666016,93.0758209228516,79.914,0.215773722341662,0.691721175590723,0.0925051020676152,"Americas","(1.32e+04,1.73e+04]","(1.32e+04,1.73e+04]",0,3,25.0394197274696,9.64745271491835,6,34,1,0,23,0,0,58,81,0,0,0,5
"29","Cyprus","CYP",0.57,42,7,3.78,"43","Cyprus",48,24,0.6785093191,0.7544668561,0.607,0.536,0.730106,0.4883260395,0.7291036,0.758,0.5864500021,0.8328593318,0.8698,0.75,0.5,0.015,0.35,0.125,36.3,41.248,9e+05,2.81e+10,0.016,-0.018,32785.5,0.156,-0.015,4534100000,1.087,0.0575416994094849,0.00448379993438721,0.0134039998054504,31.4,99.7508697509766,97.7573928833008,80.672,0.16836628300265,0.697480159840227,0.134153557157123,"Europe","(2.85e+04,4.41e+04]","(2.85e+04,4.41e+04]",0,3,24.0590354132861,10.3977416234584,6,42,15,0,36,0,0,93,48,0,0,5,1
"30","Latvia","LVA",0.58,40,9,3.21,"92","Latvia",20,11,0.7475486618,0.7256283679,0.597396651,0.673,0.847316,0.5744570619,0.9503534396,0.798,0.7200311804,0.8646012406,0.8698,0.75,0.6,0.015,0.23,0.15,27.8,37.717,2e+06,4.91e+10,0.027,0.037,24712.2,0.098,0.002,643500000,0.348,0.0437029981613159,0.0129531002044678,0.015161999464035,35.6,99.7508697509766,96.1505279541016,74.6292682926829,0.155762629946128,0.645904329718102,0.19833304033577,"Europe","(1.87e+04,2.85e+04]","(1.87e+04,2.85e+04]",0,3,24.6171248717469,10.1150523277997,6,39,8,0,24,13,0,84,57,0,0,3,2
"31","Georgia","GEO",0.56,46,6,3.1,"61","Georgia",13,5,0.7598508577,0.5511653872,0.6654892726,0.6497982947,0.873491,0.7437230504,0.935272544,0.872,0.7586403446,0.7822303992,0.8864,0.8,0.6,0.007,0.2,0.15,25.3,29.145,4500000,3.56e+10,0.028,0.049,9630,0.123,0.04,1350200000,0.412,0.0357442998886108,0.00198500007390976,0.00758960008621216,37.9,99.6408081054688,99.3642578125,73.414,0.195291210452424,0.657973525687527,0.146735263860049,"Europe","[5.01e+03,1.87e+04]","[5.01e+03,1.87e+04]",0,3,24.2956114748044,9.17263850479217,6,42,22,0,42,18,3,127,12,1,2,3,0
"32","Poland","POL",0.6,36,10,1.36,"132","Poland",45,21,0.6826446032,0.608,0.5801282051,0.5546105877,0.759739,0.4694046815,0.7607203091,0.678,0.614587868,0.8467445871,0.8698,0.75,0.7,0.015,0.32,0.19,31.9,41.631,3.8e+07,1.0054e+12,0.036,0.03,26455.3,0.074,-0.009,7489400000,0.513,0.045584602355957,0.0321270990371704,0.0260403990745544,29.7,99.7508697509766,96.1505279541016,77.7536585365854,0.148792802078772,0.681894244434854,0.169312953486375,"Europe","(1.87e+04,2.85e+04]","(1.87e+04,2.85e+04]",0,3,27.6364065882049,10.1832117952853,6,39,23,0,42,9,2,115,22,1,0,5,0
"33","Italy","ITA",0.5,54,8,3.72,"80","Italy",79,34,0.6253385475,0.7460923083,0.5540947148,0.4468187693,0.549379,0.2232048555,0.669217904,0.698,0.5285430229,0.8689119948,0.8698,0.85,0.5,0.015,0.43,0.275,43.6,50.396,60200000,2.1709e+12,0.008,-0.007,35708.3,0.121,0.001,20278700000,1.326,0.0404493999481201,0.0165751004219055,0.0252175998687744,35.9,99.7508697509766,97.7573928833008,82.9463414634147,0.134750705252017,0.640252405238968,0.224996889509015,"Europe","(2.85e+04,4.41e+04]","(2.85e+04,4.41e+04]",0,3,28.4061629440411,10.4831384337426,6,42,22,0,34,18,0,116,18,2,1,1,2
"34","Malaysia","MYS",0.47,62,9,2.67,"104","Malaysia",27,7,0.7377889296,0.8530455697,0.6730115123,0.5182940158,0.853096,0.7873754104,0.7653012555,0.908,0.7305529629,0.8527904286,0.812,0.6,0.5,0.044,0.28,0.24,14.8,25.247,30800000,8.156e+11,0.05,0.053,26314.8,0.029,0.021,11121500000,0.574,0.046753101348877,0.131472797393799,0.00354360014200211,27.5,97.2725601196289,95.082649230957,75.828,0.243437909565021,0.692222570223111,0.064339520211868,"Asia-Pacific","(1.76e+04,8.53e+04]","(1.76e+04,8.53e+04]",0,3,27.4271898756467,10.177886797531,6,40,17,0,42,2,0,101,37,0,2,2,2
"35","Greece","GRC",0.48,59,8,2.98,"64","Greece",127,43,0.5500132733,0.5251740853,0.5607666143,0.4133823336,0.611,0.05377803,0.5807626222,0.743,0.5102141915,0.7822814031,0.8198,0.6,0.4,0.015,0.42,0.29,35.9,55.480995,1.1e+07,2.86e+11,-0.002,-0.038,26448.7,0.249,-0.011,-289500000,1.784,0.0347220993041992,0.0366572999954224,0.0124924004077911,34.4,99.7508697509766,96.1505279541016,81.2878048780488,0.142048072510869,0.643958389509388,0.213993537979744,"Europe","(1.87e+04,2.85e+04]","(1.87e+04,2.85e+04]",0,3,26.3792576477663,10.1829622867402,6,42,33,0,42,9,1,127,12,1,4,1,0
"36","Armenia","ARM",0.35,107,6,3.79,"6","Armenia",33,19,0.7030601651,0.5546615487,0.4254971219,0.434,0.837175,0.816973,0.8292326877,0.785,0.7242785921,0.7277040308,0.8022,0.8,0.7,0.024,0.26,0.2,23.5,26.384,3300000,2.53e+10,0.03,0.043,8467.9,0.163,0.037,180500000,0.466,0.0270759010314941,0.0737140989303589,0.0616014003753662,33.6,99.8470230102539,99.7360687255859,74.797,0.204543887834485,0.684489663273217,0.110966448892298,"Europe","[5.01e+03,1.87e+04]","[5.01e+03,1.87e+04]",0,3,23.9540702326799,9.04403782302112,6,41,18,0,38,2,0,99,41,0,2,2,1
"37","Belarus","BLR",0.44,68,7,4.12,"14","Belarus",104,40,0.5858884863,0.509,0.563,0.376,0.8978,0.487144216,0.9282206307,0.713,0.7460704498,0.6042265397,0.8062,0.3,0.1,0.022,0.13,0.18,23,42.638,9400000,1.677e+11,-0.039,0.012,17654.2,0.061,0.135,1583900000,0.599,0.0479499006271362,0.0129166996479034,0.00857159972190857,25.4,99.7439155578614,99.5501632690429,74.1292682926829,0.167078878812592,0.687169869180976,0.145751252006432,"Europe","[5.01e+03,1.87e+04]","[5.01e+03,1.87e+04]",0,3,25.8454425057756,9.77872899439332,6,40,23,1,42,16,0,122,14,1,1,4,0
"38","Croatia","HRV",0.49,57,10,2.64,"41","Croatia",95,37,0.5938030965,0.6547507443,0.5679618001,0.4341148499,0.667504,0.3129026939,0.4466533684,0.582,0.4329887383,0.8027609636,0.874,0.75,0.6,0.013,0.4,0.2,36.4,47.577,4200000,9.11e+10,0.016,-0.004,21581.4,0.161,-0.005,173900000,0.877,0.0390566992759705,0.0355461001396179,0.0136378002166748,30.4,99.7508697509766,96.1505279541016,77.8268292682927,0.144380264493861,0.655395821564065,0.200223913942074,"Europe","(1.87e+04,2.85e+04]","(1.87e+04,2.85e+04]",0,3,25.2352236412123,9.97958711159199,6,38,25,0,37,2,0,102,35,0,2,3,1
"39","Cuba","CUB",0.47,62,5,2.36,"42","Cuba",178,31,0.3393759167,0.324,0.1,0.418,0.513311,0,0.812,0.2,0.2,0.66,0.6452,0.1,0.1,0.077,0.5,0.3,38.3,64.6,11200000,1.415e+11,0.043,0.028,12580,0.046,0.046,794500000,0.35,0.0461426019668579,0.0272835993766785,0.0431471014022827,44.7,99.156265258789,93.4897003173828,78.662,0.164062997442336,0.688156204984913,0.14778079757275,"Americas","(8.4e+03,1.32e+04]","(8.4e+03,1.32e+04]",0,3,25.6755655540297,9.43986353025443,1,5,1,0,7,0,0,13,102,0,0,0,1
"40","Montenegro","MNE",0.46,64,5,2.45,"114","Montenegro",83,35,0.6197850658,0.5795216038,0.5037284144,0.434,0.830919,0.330618644,0.4427674324,0.72,0.6738421522,0.8246235428,0.8474,0.75,0.5,0.026,0.09,0.09,39.1,47.984,6e+05,1e+10,0.041,0.02,16123.1,0.182,0.016,699100000,0.664,0.0371016001701355,0.0439209985733032,0.0277827000617981,31.1,99.7439155578614,99.5501632690429,76.667,0.182502792548318,0.672020179647302,0.14547702780438,"Europe","[5.01e+03,1.87e+04]","[5.01e+03,1.87e+04]",0,3,23.0258509299405,9.68800830526417,4,21,4,0,10,7,0,42,93,0,0,1,2
"41","Bulgaria","BGR",0.43,71,10,2.66,"23","Bulgaria",47,23,0.6785545597,0.6253573977,0.3888016745,0.4179895818,0.909775,0.5842823675,0.8640307715,0.667,0.6830216831,0.8325962399,0.8698,0.7,0.6,0.015,0.1,0.1,26.5,38.777,7200000,1.369e+11,0.03,0.015,19097.3,0.098,-0.011,1773900000,0.269,0.0409102010726929,0.100508298873901,0.116997203826904,40.4,99.7508697509766,96.1505279541016,74.8146341463415,0.144447319823993,0.647976668313048,0.207576011862959,"Europe","(1.87e+04,2.85e+04]","(1.87e+04,2.85e+04]",0,3,25.6425165692408,9.85730224278573,6,40,31,0,42,1,2,116,18,0,4,2,0
"42","Hungary","HUN",0.45,66,10,2.89,"72","Hungary",56,27,0.6579153558,0.6014019094,0.5179879644,0.4154445392,0.793,0.2534560095,0.7925841676,0.64,0.6442538211,0.9170558582,0.8698,0.75,0.7,0.015,0.15,0.19,38.5,50.232,9900000,2.584e+11,0.029,0.017,26222,0.07,-0.001,1269900000,0.755,0.0461972999572754,0.0355461001396179,0.0257472991943359,30.6,99.7508697509766,96.1505279541016,75.8170731707317,0.143722655591988,0.670498733635751,0.185778610772262,"Europe","(1.87e+04,2.85e+04]","(1.87e+04,2.85e+04]",0,3,26.2777746088549,10.1743540320593,6,40,22,0,34,16,3,115,22,2,1,1,1
"43","Romania","ROU",0.48,59,10,3.12,"135","Romania",39,20,0.6965295003,0.63925008,0.5847069597,0.4594771547,0.873724,0.6525264733,0.9089932999,0.659,0.6248094683,0.8360665676,0.8698,0.75,0.5,0.015,0.16,0.16,27.4,34.341,19800000,4.138e+11,0.037,0.024,20786.9,0.069,-0.006,3388900000,0.394,0.0309539008140564,0.074140100479126,0.116002101898193,36,99.7508697509766,96.1505279541016,75.309756097561,0.154494850378567,0.666687883755184,0.178817265866248,"Europe","(1.87e+04,2.85e+04]","(1.87e+04,2.85e+04]",0,3,26.7486486022579,9.94207825958492,6,42,17,0,42,9,5,115,22,0,3,2,1
"44","South Africa","ZAF",0.43,71,8,3.98,"151","SouthAfrica",81,6,0.6228404087,0.6764538889,0.5966117216,0.4759252538,0.702,0.6841381888,0.6995231476,0.62,0.5889486313,0.7576840726,0.7728,0.4,0.5,0.039,0.41,0.28,22.6,33.705,54900000,7.235e+11,0.013,0.021,13165.2,0.251,0.046,1772400000,0.501,0.0611305999755859,0.191390991210938,0.0755062007904053,37.4,95.3238220214844,87.0466690063477,63.538,0.291502598257042,0.656305615480971,0.0521917862619865,"Sub-Saharan Africa","(5.56e+03,3.18e+04]","(5.56e+03,3.18e+04]",0,3,27.3073663830179,9.48533226361145,6,41,7,0,27,6,0,81,60,0,0,2,4
"45","Ghana","GHA",0.4,81,9,2.56,"63","Ghana",118,19,0.5621811347,0.5160398366,0.4086865515,0.3551992865,0.845416,0.7627909279,0.09249528288,0.596,0.5739243536,0.6448213779,0.6508,0.7,0.6,0.1,0.25,0.25,17.2,24.372,26900000,1.147e+11,0.035,0.076,4266.2,0.063,0.172,3192300000,0.733,0.0362737989425659,0.120507497787476,0.0217846989631653,41.05,63.947811126709,53.4975891113281,63.463,0.378200306887033,0.591301639529467,0.0304980535834993,"Sub-Saharan Africa","(2.63e+03,5.56e+03]","(2.63e+03,5.56e+03]",0,3,25.4655858610817,8.35847878025772,1,5,0,0,1,0,0,6,108,0,0,0,0
"46","Argentina","ARG",0.39,85,8,2.92,"5","Argentina",156,26,0.5040908766,0.3244971211,0.3958006279,0.3819386643,0.626119,0.5463870325,0.5641144953,0.573,0.4608335785,0.509,0.6674,0.5,0.5,0.066,0.35,0.35,35.9,43.947,42400000,9.72e+11,0.012,0.027,22553.6,0.067,0.265,11654900000,0.565,0.0545431995391846,7.79000017791986e-05,0.00432689994573593,41.1,99.008659362793,96.4022827148438,76.372,0.249267703815041,0.640835225051061,0.109897071133897,"Americas","(1.73e+04,4.56e+04]","(1.73e+04,4.56e+04]",0,3,27.6026216414068,10.0236499774217,6,40,20,0,42,9,0,111,26,1,2,1,2
"47","India","IND",0.4,81,9,2.16,"74","India",143,33,0.5263869885,0.5537862011,0.4436813187,0.4429368365,0.77172764,0.7743553275,0.109680512,0.528,0.4160180743,0.7504579525,0.726,0.4,0.4,0.062,0.309,0.346,16.6,27.946,1276300000,7.9652e+12,0.073,0.067,6161.6,0.035,0.049,4.4208e+10,0.672,0.0484067010879516,0.126485595703125,0.0315279495716095,37.4,83.8085060119629,62.8465995788575,69.165,0.274786995727277,0.66538187109893,0.0598311331737929,"Asia-Pacific","(3.95e+03,9.38e+03]","(3.95e+03,9.38e+03]",0,3,29.7061031688309,8.72609176306064,6,42,18,0,30,0,0,90,52,0,0,3,3
"48","Trinidad and Tobago","TTO",0.41,77,6,5.47,"167","TrinidadTobago",87,18,0.6122827139,0.5473708816,0.4871794872,0.368,0.813991,0.57654853,0.5183713096,0.677,0.7139640926,0.7589672656,0.786,0.6,0.5,0.057,0.25,0.25,24.7,39.819,1400000,4.43e+10,-0.018,0.001,32635.5,0.038,0.047,1618600000,0.511,0.0356126999855042,0.0503872013092041,0.00580724999308586,41.1,99.008659362793,96.4022827148438,73.245,0.205385030551443,0.69096909886067,0.103645870587887,"Americas","(1.73e+04,4.56e+04]","(1.73e+04,4.56e+04]",0,3,24.5142505139975,10.3931559319264,1,7,1,0,7,0,0,15,99,0,0,0,1
"49","Turkey","TUR",0.4,81,8,1.8,"169","Turkey",60,29,0.6523095999,0.6125648975,0.5251831502,0.4067556576,0.755131,0.5769316573,0.9569303886,0.643,0.4852383783,0.7215800698,0.7944,0.75,0.6,0.028,0.35,0.2,28.7,36.959,77700000,1.5888e+12,0.038,0.044,20437.8,0.103,0.077,1.6508e+10,0.326,0.0409102010726929,0.0891417980194092,0.0512309980392456,41.4,99.7508697509766,96.1505279541016,77.161,0.250027571472864,0.667415314649495,0.0825571138776413,"Europe","(1.87e+04,2.85e+04]","(1.87e+04,2.85e+04]",0,3,28.0940001302373,9.92514140643096,6,40,15,0,42,4,1,102,35,0,1,3,2
"50","Colombia","COL",0.37,96,8,2.77,"35","Colombia",37,4,0.6969382492,0.6378124923,0.2522239665,0.3963181168,0.800711,0.7416730304,0.898265174,0.771,0.7793453895,0.770109821,0.8158,0.8,0.7,0.042,0.33,0.25,16.7,29.579,48200000,6.674e+11,0.031,0.046,13846.5,0.1,0.05,12107600000,0.494,0.0453551006317139,0.0750453996658325,0.0265404009819031,49.7,99.1554107666016,93.0758209228516,76.925,0.235569125467782,0.682439989221801,0.0819908853104178,"Americas","(1.32e+04,1.73e+04]","(1.32e+04,1.73e+04]",0,3,27.2266554032637,9.53578777209832,6,41,2,0,35,3,0,81,60,0,0,1,5
"51","Ecuador","ECU",0.32,117,7,2.66,"49","Ecuador",160,28,0.492933712,0.3865151571,0.2225274725,0.3392856504,0.790684,0.460833108,0.5642773244,0.554,0.472887434,0.6771943977,0.697,0.35,0.4,0.052,0.35,0.22,19.6,39.273,16300000,1.834e+11,0,0.044,11263.6,0.043,0.04,1060100000,0.345,0.0461426019668579,0.0375552010536194,0.0113854002952576,44.7,99.2550506591797,92.8297882080078,76.584,0.283616003254264,0.646872593327007,0.069511403418729,"Americas","(8.4e+03,1.32e+04]","(8.4e+03,1.32e+04]",0,3,25.9349353967688,9.32933156640364,6,38,6,0,20,2,0,66,78,0,0,1,4
"52","Brazil","BRA",0.37,96,8,4.24,"22","Brazil",140,25,0.5285319766,0.5502714623,0.4971350078,0.3340706083,0.701191,0.531458784,0.2284155398,0.613,0.5229581416,0.6696831751,0.6942,0.5,0.5,0.078,0.275,0.34,32.8,41.901,204500000,3.1924e+12,-0.038,0.01,15614.5,0.072,0.09,64647900000,0.737,0.0632047986984253,0.0446414995193481,0.00390789985656738,53.3,99.1554107666016,93.0758209228516,75.456,0.216838368026363,0.697106712029254,0.0860549199443827,"Americas","(1.32e+04,1.73e+04]","(1.32e+04,1.73e+04]",0,3,28.7917941009483,9.6559552487114,6,40,17,0,37,6,1,101,37,0,2,1,3
"53","Kazakhstan","KAZ",0.31,122,9,3.59,"84","Kazakhstan",42,11,0.6898569868,0.5611445338,0.5652145474,0.3796024059,0.932576,0.85677762,0.9891477913,0.745,0.8249077405,0.7391132028,0.7848,0.4,0.5,0.033,0.1,0.2,13.2,23.02,17700000,4.291e+11,0.012,0.048,24267.9,0.056,0.065,4020700000,0.233,0.0275081992149353,0.00425509989261627,0.00823880016803741,27.5,99.9304428100586,97.2022171020508,72.95,0.279148600452245,0.649483167025433,0.071368232522322,"Asia-Pacific","(1.76e+04,8.53e+04]","(1.76e+04,8.53e+04]",0,3,26.7849558289439,10.096909768401,6,40,18,0,35,15,5,113,25,1,2,1,1
"54","Peru","PER",0.37,96,8,3.35,"130","Peru",43,7,0.6889802141,0.5826806673,0.2822475144,0.3882287778,0.803,0.8514634495,0.983841671,0.694,0.6275051937,0.833395296,0.8714,0.75,0.6,0.014,0.3,0.28,16.8,22.58,31900000,3.891e+11,0.033,0.048,12194.7,0.035,0.035,6861200000,0.231,0.0393130993843079,0.00675660014152527,0.00988300025463104,43.3,99.0574798583984,94.1496124267578,76.286,0.263624966281645,0.658267009172855,0.0781080245454995,"Americas","(8.4e+03,1.32e+04]","(8.4e+03,1.32e+04]",0,3,26.6871022169369,9.40875671010143,6,38,27,0,42,1,1,109,30,0,2,3,1
"55","Serbia","SRB",0.41,77,8,2.8,"144","Serbia",99,39,0.5888188831,0.5033454516,0.4024725275,0.3818552453,0.8325,0.402886224,0.4689154604,0.629,0.6591967192,0.8076549687,0.778,0.7,0.5,0.061,0.15,0.15,35,44.74,7200000,9.75e+10,0.007,0.004,13671.4,0.19,0.014,2346600000,0.774,0.0371016001701355,0.0155019998550415,0.0102643001079559,36.2,99.7439155578614,99.5501632690429,75.5390243902439,0.158258875685363,0.662793608065934,0.178947516248703,"Europe","[5.01e+03,1.87e+04]","[5.01e+03,1.87e+04]",0,3,25.3031182149502,9.52306133851939,6,40,30,0,42,4,0,116,18,0,4,2,0
